,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,asnm,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,accepted,gender
903,None,36,Critical_acct_other_credits_existing,used_car,10477,Unknown_or_no_savings_acct,>7yrs,2,male_single,None,4,unknown/no_property,42,24,none,for_free,2,skilled_employee/official,1,none,yes,0,male
904,None,15,Existing_credits_paid_till_now,radio/television,1386,Unknown_or_no_savings_acct,1_to_4yrs,4,male_married/widowed,None,2,real_estate,40,28,none,rent,1,skilled_employee/official,1,yes,yes,0,male
905,None,24,Existing_credits_paid_till_now,radio/television,1278,<100DM,>7yrs,4,male_single,None,1,real_estate,36,60,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
906,<0DM,12,Existing_credits_paid_till_now,radio/television,1107,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,20,508,none,rent,1,management_self-employed_highly_qualified/officer,2,yes,yes,0,male
907,<0DM,21,Existing_credits_paid_till_now,new_car,3763,Unknown_or_no_savings_acct,4_to_7yrs,2,male_single,co-applicant,2,real_estate,24,348,none,own,1,unskilled_resident,1,none,no,0,male
908,0_to_200DM,36,Existing_credits_paid_till_now,education,3711,Unknown_or_no_savings_acct,1_to_4yrs,2,male_married/widowed,None,2,car_or_other_nonsavings,27,249,none,own,1,skilled_employee/official,1,none,yes,0,male
909,None,15,Delay_in_past,used_car,3594,<100DM,<1yr,1,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,46,40,none,own,2,unskilled_resident,1,none,yes,0,female
910,0_to_200DM,9,Existing_credits_paid_till_now,new_car,3195,Unknown_or_no_savings_acct,1_to_4yrs,1,female_divorced/separated/married,None,2,real_estate,33,105,none,own,1,unskilled_resident,1,none,yes,0,female
911,None,36,Delay_in_past,radio/television,4454,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,4,real_estate,34,88,none,own,2,skilled_employee/official,1,none,yes,0,female
912,0_to_200DM,24,Critical_acct_other_credits_existing,furniture/equipment,4736,<100DM,<1yr,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,25,313,bank,own,1,unskilled_resident,1,none,yes,1,female
913,0_to_200DM,30,Existing_credits_paid_till_now,radio/television,2991,Unknown_or_no_savings_acct,>7yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,25,313,none,own,1,skilled_employee/official,1,none,yes,0,female
914,None,11,Existing_credits_paid_till_now,business,2142,>1000DM,>7yrs,1,male_divorced/separated,None,2,real_estate,28,220,none,own,1,skilled_employee/official,1,yes,yes,0,male
915,<0DM,24,All_credits_paid_duly,business,3161,<100DM,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,31,145,none,rent,1,skilled_employee/official,1,yes,yes,1,male
916,0_to_200DM,48,No_credits_taken_or_all_paid,other,18424,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,32,124,bank,own,1,management_self-employed_highly_qualified/officer,1,yes,no,1,female
917,None,10,Existing_credits_paid_till_now,used_car,2848,100_to_500DM,1_to_4yrs,1,male_single,co-applicant,2,real_estate,32,124,none,own,1,skilled_employee/official,2,none,yes,0,male
918,<0DM,6,Existing_credits_paid_till_now,new_car,14896,<100DM,>7yrs,1,male_single,None,4,unknown/no_property,68,700,bank,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1,male
919,<0DM,24,Existing_credits_paid_till_now,furniture/equipment,2359,100_to_500DM,unemployed,1,male_divorced/separated,None,1,building_society_savings_agreement/life_insurance,33,105,none,own,1,skilled_employee/official,1,none,yes,1,male
920,<0DM,24,Existing_credits_paid_till_now,furniture/equipment,3345,<100DM,>7yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,39,33,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,1,male
921,None,18,Critical_acct_other_credits_existing,furniture/equipment,1817,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,2,unknown/no_property,28,220,none,own,2,skilled_employee/official,1,none,yes,0,female
922,None,48,Delay_in_past,radio/television,12749,500_to_1000DM,4_to_7yrs,4,male_single,None,1,car_or_other_nonsavings,37,49,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
923,<0DM,9,Existing_credits_paid_till_now,radio/television,1366,<100DM,<1yr,3,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,22,424,none,rent,1,skilled_employee/official,1,none,yes,1,female
924,0_to_200DM,12,Existing_credits_paid_till_now,new_car,2002,<100DM,4_to_7yrs,3,male_single,None,4,building_society_savings_agreement/life_insurance,30,168,none,rent,1,skilled_employee/official,2,yes,yes,0,male
925,<0DM,24,All_credits_paid_duly,furniture/equipment,6872,<100DM,<1yr,2,male_divorced/separated,None,1,building_society_savings_agreement/life_insurance,55,193,bank,own,1,skilled_employee/official,1,yes,yes,1,male
926,<0DM,12,All_credits_paid_duly,new_car,697,<100DM,<1yr,4,male_single,None,2,car_or_other_nonsavings,46,40,bank,own,2,skilled_employee/official,1,yes,yes,1,male
927,<0DM,18,Critical_acct_other_credits_existing,furniture/equipment,1049,<100DM,<1yr,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,21,465,none,rent,1,skilled_employee/official,1,none,yes,0,female
928,<0DM,48,Existing_credits_paid_till_now,used_car,10297,<100DM,4_to_7yrs,4,male_single,None,4,unknown/no_property,39,33,stores,for_free,3,skilled_employee/official,2,yes,yes,1,male
929,None,30,Existing_credits_paid_till_now,radio/television,1867,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,car_or_other_nonsavings,58,280,none,own,1,skilled_employee/official,1,yes,yes,0,male
930,<0DM,12,Delay_in_past,new_car,1344,<100DM,1_to_4yrs,4,male_single,None,2,real_estate,43,25,none,own,2,unskilled_resident,2,none,yes,0,male
931,<0DM,24,Existing_credits_paid_till_now,furniture/equipment,1747,<100DM,<1yr,4,male_single,co-applicant,1,building_society_savings_agreement/life_insurance,24,348,none,own,1,unskilled_resident,1,none,no,0,male
932,0_to_200DM,9,Existing_credits_paid_till_now,radio/television,1670,<100DM,<1yr,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,22,424,none,own,1,skilled_employee/official,1,yes,yes,1,female
933,None,9,Critical_acct_other_credits_existing,new_car,1224,<100DM,1_to_4yrs,3,male_single,None,1,real_estate,35,193,none,own,2,skilled_employee/official,1,none,yes,0,male
934,None,12,Critical_acct_other_credits_existing,radio/television,522,500_to_1000DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,42,24,none,own,2,skilled_employee/official,2,yes,yes,0,male
935,<0DM,12,Existing_credits_paid_till_now,radio/television,1498,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,1,car_or_other_nonsavings,23,385,bank,own,1,skilled_employee/official,1,none,yes,0,female
936,0_to_200DM,30,Delay_in_past,radio/television,1919,100_to_500DM,<1yr,4,male_single,None,3,unknown/no_property,30,168,stores,own,2,management_self-employed_highly_qualified/officer,1,none,yes,1,male
937,>200DM,9,Existing_credits_paid_till_now,radio/television,745,<100DM,1_to_4yrs,3,female_divorced/separated/married,None,2,real_estate,28,220,none,own,1,unskilled_resident,1,none,yes,1,female
938,0_to_200DM,6,Existing_credits_paid_till_now,radio/television,2063,<100DM,<1yr,4,male_married/widowed,None,3,car_or_other_nonsavings,30,168,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
939,0_to_200DM,60,Existing_credits_paid_till_now,education,6288,<100DM,1_to_4yrs,4,male_single,None,4,unknown/no_property,42,24,none,for_free,1,skilled_employee/official,1,none,yes,1,male
940,None,24,Critical_acct_other_credits_existing,used_car,6842,Unknown_or_no_savings_acct,1_to_4yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,46,40,none,own,2,management_self-employed_highly_qualified/officer,2,yes,yes,0,male
941,None,12,Existing_credits_paid_till_now,new_car,3527,Unknown_or_no_savings_acct,<1yr,2,male_single,None,3,building_society_savings_agreement/life_insurance,45,33,none,own,1,management_self-employed_highly_qualified/officer,2,yes,yes,0,male
942,None,10,Existing_credits_paid_till_now,new_car,1546,<100DM,1_to_4yrs,3,male_single,None,2,real_estate,31,145,none,own,1,unskilled_resident,2,none,no,0,male
943,None,24,Existing_credits_paid_till_now,furniture/equipment,929,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,31,145,stores,own,1,skilled_employee/official,1,yes,yes,0,male
944,None,4,Critical_acct_other_credits_existing,new_car,1455,<100DM,4_to_7yrs,2,male_single,None,1,real_estate,42,24,none,own,3,unskilled_resident,2,none,yes,0,male
945,<0DM,15,Existing_credits_paid_till_now,furniture/equipment,1845,<100DM,<1yr,4,female_divorced/separated/married,guarantor,1,building_society_savings_agreement/life_insurance,46,40,none,rent,1,skilled_employee/official,1,none,yes,0,female
946,0_to_200DM,48,No_credits_taken_or_all_paid,new_car,8358,500_to_1000DM,<1yr,1,female_divorced/separated/married,None,1,car_or_other_nonsavings,30,168,none,own,2,skilled_employee/official,1,none,yes,0,female
947,<0DM,24,All_credits_paid_duly,furniture/equipment,3349,500_to_1000DM,<1yr,4,male_single,None,4,unknown/no_property,30,168,none,for_free,1,skilled_employee/official,2,yes,yes,1,male
948,None,12,Existing_credits_paid_till_now,new_car,2859,Unknown_or_no_savings_acct,unemployed,4,male_single,None,4,unknown/no_property,38,40,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
949,None,18,Existing_credits_paid_till_now,furniture/equipment,1533,<100DM,<1yr,4,male_married/widowed,co-applicant,1,building_society_savings_agreement/life_insurance,43,25,none,own,1,unskilled_resident,2,none,yes,1,male
950,None,24,Existing_credits_paid_till_now,radio/television,3621,100_to_500DM,>7yrs,2,male_single,None,4,car_or_other_nonsavings,31,145,none,own,2,skilled_employee/official,1,none,yes,1,male
951,0_to_200DM,18,Critical_acct_other_credits_existing,business,3590,<100DM,unemployed,3,male_married/widowed,None,3,car_or_other_nonsavings,40,28,none,own,3,unemployed/unskilled_nonresident,2,yes,yes,0,male
952,<0DM,36,Delay_in_past,business,2145,<100DM,4_to_7yrs,2,male_single,None,1,car_or_other_nonsavings,24,348,none,own,2,skilled_employee/official,1,yes,yes,1,male
953,0_to_200DM,24,Existing_credits_paid_till_now,used_car,4113,500_to_1000DM,<1yr,3,female_divorced/separated/married,None,4,car_or_other_nonsavings,28,220,none,rent,1,skilled_employee/official,1,none,yes,1,female
954,None,36,Existing_credits_paid_till_now,furniture/equipment,10974,<100DM,unemployed,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,26,280,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1,female
955,<0DM,12,Existing_credits_paid_till_now,new_car,1893,<100DM,1_to_4yrs,4,female_divorced/separated/married,guarantor,4,building_society_savings_agreement/life_insurance,29,193,none,own,1,skilled_employee/official,1,yes,yes,0,female
956,<0DM,24,Critical_acct_other_credits_existing,radio/television,1231,>1000DM,>7yrs,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,57,249,none,rent,2,management_self-employed_highly_qualified/officer,1,yes,yes,0,female
957,>200DM,30,Critical_acct_other_credits_existing,radio/television,3656,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,35,193,stores,own,2,unskilled_resident,1,none,yes,0,male
958,0_to_200DM,9,Critical_acct_other_credits_existing,radio/television,1154,<100DM,>7yrs,2,male_single,None,4,real_estate,37,49,none,own,3,unskilled_resident,1,none,yes,0,male
959,<0DM,28,Existing_credits_paid_till_now,new_car,4006,<100DM,1_to_4yrs,3,male_single,None,2,car_or_other_nonsavings,45,33,none,own,1,unskilled_resident,1,none,yes,1,male
960,0_to_200DM,24,Existing_credits_paid_till_now,furniture/equipment,3069,100_to_500DM,>7yrs,4,male_single,None,4,unknown/no_property,35,193,none,for_free,1,skilled_employee/official,1,none,yes,0,male
961,None,6,Critical_acct_other_credits_existing,radio/television,1740,<100DM,>7yrs,2,male_married/widowed,None,2,real_estate,30,168,none,rent,2,skilled_employee/official,1,none,yes,0,male
962,0_to_200DM,21,Delay_in_past,new_car,2353,<100DM,1_to_4yrs,1,male_divorced/separated,None,4,building_society_savings_agreement/life_insurance,47,49,none,own,2,skilled_employee/official,1,none,yes,0,male
963,None,15,Existing_credits_paid_till_now,new_car,3556,Unknown_or_no_savings_acct,1_to_4yrs,3,male_single,None,2,unknown/no_property,29,193,none,own,1,skilled_employee/official,1,none,yes,0,male
964,None,24,Existing_credits_paid_till_now,radio/television,2397,500_to_1000DM,>7yrs,3,male_single,None,2,car_or_other_nonsavings,35,73,bank,own,2,skilled_employee/official,1,yes,yes,1,male
965,0_to_200DM,6,Existing_credits_paid_till_now,repairs,454,<100DM,<1yr,3,male_married/widowed,None,1,building_society_savings_agreement/life_insurance,22,424,none,own,1,unskilled_resident,1,none,yes,0,male
966,0_to_200DM,30,Existing_credits_paid_till_now,radio/television,1715,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,None,1,car_or_other_nonsavings,26,280,none,own,1,skilled_employee/official,1,none,yes,0,female
967,0_to_200DM,27,Critical_acct_other_credits_existing,radio/television,2520,500_to_1000DM,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,23,385,none,own,2,unskilled_resident,1,none,yes,1,male
968,None,15,Existing_credits_paid_till_now,radio/television,3568,<100DM,>7yrs,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,54,168,bank,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,female
969,None,42,Existing_credits_paid_till_now,radio/television,7166,Unknown_or_no_savings_acct,4_to_7yrs,2,male_married/widowed,None,4,building_society_savings_agreement/life_insurance,29,193,none,rent,1,skilled_employee/official,1,yes,yes,0,male
970,<0DM,11,Critical_acct_other_credits_existing,new_car,3939,<100DM,1_to_4yrs,1,male_single,None,2,real_estate,40,28,none,own,2,unskilled_resident,2,none,yes,0,male
971,0_to_200DM,15,Existing_credits_paid_till_now,repairs,1514,100_to_500DM,1_to_4yrs,4,male_single,guarantor,2,real_estate,22,424,none,own,1,skilled_employee/official,1,none,yes,0,male
972,None,24,Existing_credits_paid_till_now,new_car,7393,<100DM,1_to_4yrs,1,male_single,None,4,building_society_savings_agreement/life_insurance,43,25,none,own,1,unskilled_resident,2,none,yes,0,male
973,<0DM,24,All_credits_paid_duly,new_car,1193,<100DM,unemployed,1,female_divorced/separated/married,co-applicant,4,unknown/no_property,29,193,none,rent,2,unemployed/unskilled_nonresident,1,none,yes,1,female
974,<0DM,60,Existing_credits_paid_till_now,business,7297,<100DM,>7yrs,4,male_single,co-applicant,4,unknown/no_property,36,60,none,rent,1,skilled_employee/official,1,none,yes,1,male
975,None,30,Critical_acct_other_credits_existing,radio/television,2831,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,33,105,none,own,1,skilled_employee/official,1,yes,yes,0,female
976,>200DM,24,Existing_credits_paid_till_now,radio/television,1258,500_to_1000DM,1_to_4yrs,3,female_divorced/separated/married,None,3,car_or_other_nonsavings,57,249,none,own,1,unskilled_resident,1,none,yes,0,female
977,0_to_200DM,6,Existing_credits_paid_till_now,radio/television,753,<100DM,1_to_4yrs,2,female_divorced/separated/married,guarantor,3,real_estate,64,508,none,own,1,skilled_employee/official,1,none,yes,0,female
978,0_to_200DM,18,Delay_in_past,business,2427,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,42,24,none,own,2,skilled_employee/official,1,none,yes,0,male
979,None,24,Delay_in_past,new_car,2538,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,35,193,none,own,2,unskilled_resident,2,none,yes,1,male
980,0_to_200DM,15,All_credits_paid_duly,new_car,1264,100_to_500DM,1_to_4yrs,2,male_married/widowed,None,2,building_society_savings_agreement/life_insurance,25,313,none,rent,1,skilled_employee/official,1,none,yes,1,male
981,0_to_200DM,30,Critical_acct_other_credits_existing,furniture/equipment,8386,<100DM,4_to_7yrs,2,male_single,None,2,building_society_savings_agreement/life_insurance,49,73,none,own,1,skilled_employee/official,1,none,yes,1,male
982,None,48,Existing_credits_paid_till_now,business,4844,<100DM,unemployed,3,male_single,None,2,car_or_other_nonsavings,33,105,bank,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,1,male
983,>200DM,21,Existing_credits_paid_till_now,new_car,2923,100_to_500DM,1_to_4yrs,1,female_divorced/separated/married,None,1,car_or_other_nonsavings,28,220,bank,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,female
984,<0DM,36,Existing_credits_paid_till_now,used_car,8229,<100DM,1_to_4yrs,2,male_single,None,2,building_society_savings_agreement/life_insurance,35,193,none,own,1,skilled_employee/official,2,none,yes,1,male
985,None,24,Critical_acct_other_credits_existing,furniture/equipment,2028,<100DM,4_to_7yrs,2,male_single,None,2,building_society_savings_agreement/life_insurance,30,168,none,own,2,unskilled_resident,1,none,yes,0,male
